Condition_numeric,type,condition_category,Strain,corrected_individual_rate,corrected_individual_OD,order,Species,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,phylum_color,class_color,order_color,family_color
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum A138,0.293837237,1.116,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum A138,0.142326941,0.941,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum A138,0.184129459,1.006,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum A138,0.137682612,0.936,45,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
10,pH,pH 4,Lactiplantibacillus plantarum HA-119,0.052665382,0.522,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
10,pH,pH 4,Lactiplantibacillus plantarum HA-119,0.050796177,0.522,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
10,pH,pH 4,Lactiplantibacillus plantarum HA-119,0.048875542,0.506,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
11,pH,pH 5.5,Lactiplantibacillus plantarum HA-119,0.336810249,1.026,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
11,pH,pH 5.5,Lactiplantibacillus plantarum HA-119,0.27865336,0.962,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
11,pH,pH 5.5,Lactiplantibacillus plantarum HA-119,0.300618632,0.982,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
12,pH,pH 6.9,Lactiplantibacillus plantarum HA-119,0.358270666,1.052,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
12,pH,pH 6.9,Lactiplantibacillus plantarum HA-119,0.37545356,1.07,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
12,pH,pH 6.9,Lactiplantibacillus plantarum HA-119,0.344106861,1.096,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
13,pH,pH 7.4,Lactiplantibacillus plantarum HA-119,0.360153206,0.862,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
13,pH,pH 7.4,Lactiplantibacillus plantarum HA-119,0.356648382,0.874,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
13,pH,pH 7.4,Lactiplantibacillus plantarum HA-119,0.339894783,0.921,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,osmolality,lowest osmolality,Lactiplantibacillus plantarum HA-119,0.337695441,0.975,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,osmolality,lowest osmolality,Lactiplantibacillus plantarum HA-119,0.341854276,0.931,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,osmolality,lowest osmolality,Lactiplantibacillus plantarum HA-119,0.342065142,0.977,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.352277172,0.93,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.347327848,0.878,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.365088851,0.954,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.329346366,0.923,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.315430284,0.88,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.327409066,0.929,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.246840969,0.85,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.221807859,0.809,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum HA-119,0.242985669,0.846,46,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum Lp-115,0.039754118,0.502,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum Lp-115,0.048090445,0.553,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum Lp-115,0.058588263,0.64,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum Lp-115,0.202707462,0.962,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum Lp-115,0.222641243,0.969,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum Lp-115,0.223572109,1.038,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum Lp-115,0.308977135,1.168,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum Lp-115,0.375619763,1.297,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum Lp-115,0.338655839,1.179,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum Lp-115,0.349077075,1.153,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum Lp-115,0.311821123,1.163,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum Lp-115,0.34713132,1.27,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum Lp-115,0.356160985,1.179,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum Lp-115,0.348059016,1.246,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum Lp-115,0.345387201,1.198,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.292570348,1.193,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.28872078,1.162,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.293191921,1.155,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.238467699,1.102,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.253919705,1.118,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.265170207,1.1,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.196048898,0.931,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.199048524,0.958,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum Lp-115,0.204760143,0.977,47,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum LP01,0.027762211,0.496,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum LP01,0.032794116,0.499,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum LP01,0.052971569,0.679,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum LP01,0.22132735,1.003,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum LP01,0.227349646,1.051,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum LP01,0.222044121,1.04,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum LP01,0.334869462,1.181,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum LP01,0.342485414,1.206,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum LP01,0.312921615,1.201,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum LP01,0.314624796,1.127,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum LP01,0.423789162,1.475,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum LP01,0.32650861,1.185,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum LP01,0.341497965,1.117,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum LP01,0.364187576,1.237,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum LP01,0.354581749,1.222,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum LP01,0.274498721,1.046,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum LP01,0.265053599,1.12,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum LP01,0.278058955,1.149,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum LP01,0.231986103,1.083,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum LP01,0.262636986,1.074,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum LP01,0.290712774,1.156,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum LP01,0.147646766,1.102,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum LP01,0.113415569,1.364,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum LP01,0.145707989,1.217,48,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.041144218,0.522,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.035991146,0.464,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.041905647,0.515,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.308574878,1.285,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.326006227,1.366,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
6,pH,pH 5.5,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.31991489,1.324,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.307100212,1.33,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.314855494,1.339,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
7,pH,pH 6.9,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.305862312,1.332,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.352309223,1.387,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.411285912,1.395,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
8,pH,pH 7.4,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.398205092,1.356,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.330620456,1.371,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.332885136,1.314,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
3,osmolality,lowest osmolality,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.347635277,1.326,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.297909111,1.32,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.287827535,1.329,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
4,osmolality,~890 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.288176191,1.334,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.254558615,1.298,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.244018029,1.248,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
1,osmolality,~1170 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.257802412,1.343,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.219202798,0.985,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.210947985,0.967,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
2,osmolality,~1800 mOsm/kg,Lactiplantibacillus plantarum WCFS1 ATCC BAA-7,0.230877403,0.986,49,Lactiplantibacillus plantarum,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactiplantibacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactobacillus acidophilus A118,0.055652278,0.688,50,Lactobacillus acidophilus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactobacillus acidophilus A118,0.040771285,0.608,50,Lactobacillus acidophilus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
5,pH,pH 4,Lactobacillus acidophilus A118,0.052329613,0.669,50,Lactobacillus acidophilus,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,Lactobacillus,#56b4e9,#4da2d2,#a6d1e9,#dbedf6
