Condition_numeric,type,condition_category,Strain,category_magnitude,delta_pH,corrected_individual_rate,corrected_individual_OD,corrected_lag_time,condition,SILVA_phylum,SILVA_class,SILVA_order,SILVA_family,SILVA_genus,,,,
11,pH,pH 6.9,Fusobacterium ulcerans 12_1B HM-57,2,0.262402459,0.362015105,1.249,0.262402459,6.7,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
11,pH,pH 6.9,Fusobacterium ulcerans 12_1B HM-57,2,0,0.421257907,1.248,0,6.7,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
11,pH,pH 6.9,Fusobacterium ulcerans 12_1B HM-57,2,0.234705026,0.424765875,1.219,0.234705026,6.7,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
12,pH,pH 7.4,Fusobacterium ulcerans 12_1B HM-57,1,0.260069607,0.354839946,1.205,0.260069607,7.5,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
12,pH,pH 7.4,Fusobacterium ulcerans 12_1B HM-57,1,0.27072791,0.38645551,1.277,0.27072791,7.5,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
12,pH,pH 7.4,Fusobacterium ulcerans 12_1B HM-57,1,0.284880083,0.40728233,1.257,0.284880083,7.5,Fusobacteriota,Fusobacteriia,Fusobacteriales,Fusobacteriaceae,Fusobacterium,,,,
3,osmolality,condition 1: lowest osmolality,Granulicatella adiacens GaD ATCC 49175,1,1.478328966,0.162490022,0.75,9.121388889,446,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
3,osmolality,condition 1: lowest osmolality,Granulicatella adiacens GaD ATCC 49175,1,1.747095054,0.182841762,0.956,8.678055556,446,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
3,osmolality,condition 1: lowest osmolality,Granulicatella adiacens GaD ATCC 49175,1,0,0.187400763,0.768,8.456388889,446,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,2,1.29363765,0.072961637,0.633,11.78138889,891,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,2,0,0.17693747,0.762,11.33805556,891,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,2,1.219531292,0.463841773,0.776,11.78138889,891,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,3,0,0,0,0,1179,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,3,0,0,0,0,1179,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,3,0,0,0,0,1179,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,4,0,0,0,0,1784,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,4,0,0,0,0,1784,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Granulicatella adiacens GaD ATCC 49175,4,0,0,0,0,1784,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
5,pH,pH 4,Granulicatella adiacens GaD ATCC 49175,4,0,0,0,0,4,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
5,pH,pH 4,Granulicatella adiacens GaD ATCC 49175,4,0,0,0,0,4,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
5,pH,pH 4,Granulicatella adiacens GaD ATCC 49175,4,0,0,0,0,4,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
6,pH,pH 5.5,Granulicatella adiacens GaD ATCC 49175,3,0.603063262,0.001025993,0.05,32.84055556,5.5,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
6,pH,pH 5.5,Granulicatella adiacens GaD ATCC 49175,3,0.650278208,0.001483779,0.041,32.61888889,5.5,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
6,pH,pH 5.5,Granulicatella adiacens GaD ATCC 49175,3,0,0.002523257,0.067,0.033888889,5.5,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
7,pH,pH 6.9,Granulicatella adiacens GaD ATCC 49175,2,1.367430577,0.148441934,0.725,9.343055556,6.7,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
7,pH,pH 6.9,Granulicatella adiacens GaD ATCC 49175,2,1.460060812,0.150523869,0.73,0.033888889,6.7,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
7,pH,pH 6.9,Granulicatella adiacens GaD ATCC 49175,2,0,0.179521795,0.696,0.033888889,6.7,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
8,pH,pH 7.4,Granulicatella adiacens GaD ATCC 49175,1,0.850345519,0.054060598,0.634,9.564722222,7.5,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
8,pH,pH 7.4,Granulicatella adiacens GaD ATCC 49175,1,0.79874237,0.07611064,0.766,9.343055556,7.5,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
8,pH,pH 7.4,Granulicatella adiacens GaD ATCC 49175,1,0.913925151,0.08553036,0.707,0.033888889,7.5,Firmicutes,Bacilli,Lactobacillales,Carnobacteriaceae,Granulicatella,,,,
3,osmolality,condition 1: lowest osmolality,Holdemanella biformis VPI C17-5 ATCC 27806,1,0.433014158,0.180973086,0.801,0.033888889,451,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
3,osmolality,condition 1: lowest osmolality,Holdemanella biformis VPI C17-5 ATCC 27806,1,0.237188431,0.204992688,1.035,6.460833333,451,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
3,osmolality,condition 1: lowest osmolality,Holdemanella biformis VPI C17-5 ATCC 27806,1,0.472412896,0.252844129,1.158,5.795833333,451,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,2,0,0,0,0,892,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,2,0,0,0,0,892,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,2,0,0,0,0,892,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,3,0,0,0,0,1180,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,3,0,0,0,0,1180,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,3,0,0,0,0,1180,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,4,0,0,0,0,1808,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,4,0,0,0,0,1808,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Holdemanella biformis VPI C17-5 ATCC 27806,4,0,0,0,0,1808,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
5,pH,pH 4,Holdemanella biformis VPI C17-5 ATCC 27806,4,0,0,0,0,4,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
5,pH,pH 4,Holdemanella biformis VPI C17-5 ATCC 27806,4,0,0,0,0,4,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
5,pH,pH 4,Holdemanella biformis VPI C17-5 ATCC 27806,4,0,0,0,0,4,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
6,pH,pH 5.5,Holdemanella biformis VPI C17-5 ATCC 27806,3,0.466601698,0.013336776,0.238,12.88861111,5.4,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
6,pH,pH 5.5,Holdemanella biformis VPI C17-5 ATCC 27806,3,0.649905423,0.019645548,0.225,11.78,5.4,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
6,pH,pH 5.5,Holdemanella biformis VPI C17-5 ATCC 27806,3,0,0.025604916,0.291,11.78,5.4,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
7,pH,pH 6.9,Holdemanella biformis VPI C17-5 ATCC 27806,2,0,0.301088822,1.072,5.574166667,6.7,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
7,pH,pH 6.9,Holdemanella biformis VPI C17-5 ATCC 27806,2,0.393959712,0.312536514,1.09,5.352777778,6.7,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
7,pH,pH 6.9,Holdemanella biformis VPI C17-5 ATCC 27806,2,0.574309905,0.332583646,1.031,5.795833333,6.7,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
8,pH,pH 7.4,Holdemanella biformis VPI C17-5 ATCC 27806,1,0,0.228030843,0.879,5.795833333,7.3,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
8,pH,pH 7.4,Holdemanella biformis VPI C17-5 ATCC 27806,1,0.426903706,0.243127955,0.904,6.239166667,7.3,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
8,pH,pH 7.4,Holdemanella biformis VPI C17-5 ATCC 27806,1,0.318508187,0.301268259,0.986,5.795833333,7.3,Firmicutes,Bacilli,Erysipelotrichales,Erysipelotrichaceae,Holdemanella,,,,
3,osmolality,condition 1: lowest osmolality,Intestinibacter bartlettii ATCC BAA 827,1,0.857679539,0.85770569,1.12,8.898888889,451,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
3,osmolality,condition 1: lowest osmolality,Intestinibacter bartlettii ATCC BAA 827,1,0.817523822,0.889286662,1.165,9.563888889,451,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
3,osmolality,condition 1: lowest osmolality,Intestinibacter bartlettii ATCC BAA 827,1,0.830939077,0.969702329,1.022,10.00694444,451,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,2,0,0,0,0,892,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,2,0,0,0,0,892,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,2,0,0,0,0,892,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,3,0,0,0,0,1180,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,3,0,0,0,0,1180,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,3,0,0,0,0,1180,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,4,0,0,0,0,1808,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,4,0,0,0,0,1808,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Intestinibacter bartlettii ATCC BAA 827,4,0,0,0,0,1808,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
5,pH,pH 4,Intestinibacter bartlettii ATCC BAA 827,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
5,pH,pH 4,Intestinibacter bartlettii ATCC BAA 827,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
5,pH,pH 4,Intestinibacter bartlettii ATCC BAA 827,4,0,0,0,0,4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
6,pH,pH 5.5,Intestinibacter bartlettii ATCC BAA 827,3,0,0,0,0,5.4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
6,pH,pH 5.5,Intestinibacter bartlettii ATCC BAA 827,3,0,0,0,0,5.4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
6,pH,pH 5.5,Intestinibacter bartlettii ATCC BAA 827,3,0,0,0,0,5.4,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
7,pH,pH 6.9,Intestinibacter bartlettii ATCC BAA 827,2,0.892264135,0.445662167,1.168,8.0125,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
7,pH,pH 6.9,Intestinibacter bartlettii ATCC BAA 827,2,0.93205427,0.517959844,1.133,8.0125,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
7,pH,pH 6.9,Intestinibacter bartlettii ATCC BAA 827,2,0.953165938,0.53448679,1.134,8.455555556,6.7,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
8,pH,pH 7.4,Intestinibacter bartlettii ATCC BAA 827,1,0,0.582246026,1.033,14.66166667,7.3,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
8,pH,pH 7.4,Intestinibacter bartlettii ATCC BAA 827,1,0.364065297,0.776933258,1.066,14.88333333,7.3,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
8,pH,pH 7.4,Intestinibacter bartlettii ATCC BAA 827,1,0.367897622,1.011496432,1.053,15.54833333,7.3,Firmicutes,Clostridia,Peptostreptococcales-Tissierellales,Peptostreptococcaceae,Intestinibacter,,,,
3,osmolality,condition 1: lowest osmolality,Klebsiella variicola NM43,1,0,0.31752275,1.305,0.477222222,446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
3,osmolality,condition 1: lowest osmolality,Klebsiella variicola NM43,1,0.589875469,0.358394972,1.442,0.698888889,446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
3,osmolality,condition 1: lowest osmolality,Klebsiella variicola NM43,1,0.475750275,0.369052892,1.474,0.477222222,446,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Klebsiella variicola NM43,2,0.435498111,0.28374834,1.381,0.698888889,891,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Klebsiella variicola NM43,2,0.485690462,0.293436446,1.443,0.698888889,891,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Klebsiella variicola NM43,2,0,0.30026453,1.319,0.698888889,891,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Klebsiella variicola NM43,3,0.446754974,0.24133958,1.426,0.698888889,1179,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Klebsiella variicola NM43,3,0.489888489,0.253077138,1.447,0.698888889,1179,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Klebsiella variicola NM43,3,0.486189918,0.255439761,1.471,0.698888889,1179,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Klebsiella variicola NM43,4,0.406485266,0.100819998,1.075,1.363888889,1784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Klebsiella variicola NM43,4,0.505785529,0.121435753,1.105,1.142222222,1784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Klebsiella variicola NM43,4,0,0.140855978,1.11,1.142222222,1784,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
5,pH,pH 4,Klebsiella variicola NM43,4,0,0,0,0,4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
5,pH,pH 4,Klebsiella variicola NM43,4,0,0,0,0,4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
5,pH,pH 4,Klebsiella variicola NM43,4,0,0,0,0,4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
6,pH,pH 5.5,Klebsiella variicola NM43,3,0.245788451,0.111155398,0.923,2.028888889,5.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
6,pH,pH 5.5,Klebsiella variicola NM43,3,0.256369571,0.202622148,0.761,1.807222222,5.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
6,pH,pH 5.5,Klebsiella variicola NM43,3,0.295016188,0.255027879,0.898,2.472222222,5.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
7,pH,pH 6.9,Klebsiella variicola NM43,2,0.591030434,0.283937576,1.426,0.698888889,6.7,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
7,pH,pH 6.9,Klebsiella variicola NM43,2,0.586066824,0.308722023,1.461,0.477222222,6.7,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
7,pH,pH 6.9,Klebsiella variicola NM43,2,0.464608224,0.310171071,1.468,0.477222222,6.7,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
8,pH,pH 7.4,Klebsiella variicola NM43,1,0,0.445280172,1.399,0.477222222,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
8,pH,pH 7.4,Klebsiella variicola NM43,1,0.32981983,0.48991819,1.57,0.477222222,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
8,pH,pH 7.4,Klebsiella variicola NM43,1,0.384834919,0.492961211,1.46,0.477222222,7.4,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Klebsiella,,,,
3,osmolality,condition 1: lowest osmolality,Lachnospira eligens C15-B4 ATCC 27750,1,0,0.060719252,0.698,0.033888889,451,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
3,osmolality,condition 1: lowest osmolality,Lachnospira eligens C15-B4 ATCC 27750,1,0.251673857,0.060760882,0.013,19.75972222,451,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
3,osmolality,condition 1: lowest osmolality,Lachnospira eligens C15-B4 ATCC 27750,1,0.167934503,0.095691236,0.014,8.677222222,451,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,2,0,0,0,0,892,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,2,0,0,0,0,892,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
4,osmolality,condition 2: ~890 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,2,0,0,0,0,892,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,3,0,0,0,0,1180,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,3,0,0,0,0,1180,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
1,osmolality,condition 3: ~1170 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,3,0,0,0,0,1180,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,4,0,0,0,0,1808,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,4,0,0,0,0,1808,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
2,osmolality,condition 4: ~1800 mOsm/kg,Lachnospira eligens C15-B4 ATCC 27750,4,0,0,0,0,1808,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
5,pH,pH 4,Lachnospira eligens C15-B4 ATCC 27750,4,0,0,0,0,4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
5,pH,pH 4,Lachnospira eligens C15-B4 ATCC 27750,4,0,0,0,0,4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
5,pH,pH 4,Lachnospira eligens C15-B4 ATCC 27750,4,0,0,0,0,4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
6,pH,pH 5.5,Lachnospira eligens C15-B4 ATCC 27750,3,0,0,0,0,5.4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
6,pH,pH 5.5,Lachnospira eligens C15-B4 ATCC 27750,3,0,0,0,0,5.4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
6,pH,pH 5.5,Lachnospira eligens C15-B4 ATCC 27750,3,0,0,0,0,5.4,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
7,pH,pH 6.9,Lachnospira eligens C15-B4 ATCC 27750,2,0,0,0,0,6.7,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
7,pH,pH 6.9,Lachnospira eligens C15-B4 ATCC 27750,2,0,0,0,0,6.7,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
7,pH,pH 6.9,Lachnospira eligens C15-B4 ATCC 27750,2,0,0,0,0,6.7,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
8,pH,pH 7.4,Lachnospira eligens C15-B4 ATCC 27750,1,0,0,0,0,7.3,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
8,pH,pH 7.4,Lachnospira eligens C15-B4 ATCC 27750,1,0,0,0,0,7.3,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
8,pH,pH 7.4,Lachnospira eligens C15-B4 ATCC 27750,1,0,0,0,0,7.3,Firmicutes,Clostridia,Lachnospirales,Lachnospiraceae,[Eubacterium] eligens group,,,,
